regime,sigma_s,xi,snr_db,K,A0,z,admissible,max_abs_ak,eta_f64,first_omitted,Pe_series
strong,0.2,4.888,44,20,1.307940e-03,9.0054,0,3.431850e+02,7.620239e-14,1.719049e-11,4.283569e-01
strong,0.2,4.888,46,5,1.307940e-03,7.1532,0,1.530216e+02,3.397761e-14,1.140409e+01,-1.428633e+00
strong,0.2,4.888,46,10,1.307940e-03,7.1532,0,1.530216e+02,3.397761e-14,3.030112e-03,4.125337e-01
strong,0.2,4.888,46,20,1.307940e-03,7.1532,1,1.530216e+02,3.397761e-14,1.059957e-13,4.131694e-01
strong,0.2,4.888,48,5,1.307940e-03,5.6820,0,7.428832e+01,1.649532e-14,2.223620e+00,6.665241e-03
strong,0.2,4.888,48,10,1.307940e-03,5.6820,0,7.428832e+01,1.649532e-14,1.868352e-04,3.957561e-01
strong,0.2,4.888,48,20,1.307940e-03,5.6820,1,7.428832e+01,1.649532e-14,6.535641e-16,3.957980e-01
strong,0.2,4.888,50,5,1.307940e-03,4.5134,0,3.864560e+01,8.581046e-15,4.335713e-01,2.944310e-01
strong,0.2,4.888,50,10,1.307940e-03,4.5134,0,3.864560e+01,8.581046e-15,1.152017e-05,3.763080e-01
strong,0.2,4.888,50,20,1.307940e-03,4.5134,1,3.864560e+01,8.581046e-15,4.029843e-18,3.763107e-01
strong,0.3,0.5,20,5,5.557049e-02,3.3593,0,3.081968e+00,6.843345e-16,1.366289e-03,4.631860e-01
strong,0.3,0.5,20,10,5.557049e-02,3.3593,0,3.081968e+00,6.843345e-16,3.366056e-09,4.628855e-01
strong,0.3,0.5,20,20,5.557049e-02,3.3593,1,3.081968e+00,6.843345e-16,5.064242e-24,4.628855e-01
strong,0.3,0.5,22,5,5.557049e-02,2.6684,0,2.354008e+00,5.226948e-16,2.664051e-04,4.556561e-01
strong,0.3,0.5,22,10,5.557049e-02,2.6684,0,2.354008e+00,5.226948e-16,2.075493e-10,4.555936e-01
strong,0.3,0.5,22,20,5.557049e-02,2.6684,1,2.354008e+00,5.226948e-16,3.122586e-26,4.555936e-01
strong,0.3,0.5,24,5,5.557049e-02,2.1196,0,1.827292e+00,4.057404e-16,5.194485e-05,4.473649e-01
strong,0.3,0.5,24,10,5.557049e-02,2.1196,0,1.827292e+00,4.057404e-16,1.279739e-11,4.473520e-01
strong,0.3,0.5,24,20,5.557049e-02,2.1196,1,1.827292e+00,4.057404e-16,1.925371e-28,4.473520e-01
strong,0.3,0.5,26,5,5.557049e-02,1.6836,0,1.418430e+00,3.149548e-16,1.012844e-05,4.381710e-01
strong,0.3,0.5,26,10,5.557049e-02,1.6836,1,1.418430e+00,3.149548e-16,7.890804e-13,4.381683e-01
strong,0.3,0.5,26,20,5.557049e-02,1.6836,1,1.418430e+00,3.149548e-16,1.187174e-30,4.381683e-01
strong,0.3,0.5,28,5,5.557049e-02,1.3373,0,1.101052e+00,2.444827e-16,1.974888e-06,4.280775e-01
strong,0.3,0.5,28,10,5.557049e-02,1.3373,1,1.101052e+00,2.444827e-16,4.865431e-14,4.280769e-01
strong,0.3,0.5,28,20,5.557049e-02,1.3373,1,1.101052e+00,2.444827e-16,7.320057e-33,4.280769e-01
strong,0.3,0.5,30,5,5.557049e-02,1.0623,0,8.546887e-01,1.897790e-16,3.850725e-07,4.171377e-01
strong,0.3,0.5,30,10,5.557049e-02,1.0623,1,8.546887e-01,1.897790e-16,3.000000e-15,4.171376e-01
strong,0.3,0.5,30,20,5.557049e-02,1.0623,1,8.546887e-01,1.897790e-16,4.513510e-35,4.171376e-01
strong,0.3,0.5,32,5,5.557049e-02,0.8438,0,6.634497e-01,1.473154e-16,7.508316e-08,4.054319e-01
strong,0.3,0.5,32,10,5.557049e-02,0.8438,1,6.634497e-01,1.473154e-16,1.849785e-16,4.054319e-01
strong,0.3,0.5,32,20,5.557049e-02,0.8438,1,6.634497e-01,1.473154e-16,2.783008e-37,4.054319e-01
strong,0.3,0.5,34,5,5.557049e-02,0.6703,0,5.150009e-01,1.143532e-16,1.464005e-08,3.930592e-01
strong,0.3,0.5,34,10,5.557049e-02,0.6703,1,5.150009e-01,1.143532e-16,1.140568e-17,3.930592e-01
strong,0.3,0.5,34,20,5.557049e-02,0.6703,1,5.150009e-01,1.143532e-16,1.715989e-39,3.930592e-01
strong,0.3,0.5,36,5,5.557049e-02,0.5324,0,3.997680e-01,8.876632e-17,2.854582e-09,3.801313e-01
strong,0.3,0.5,36,10,5.557049e-02,0.5324,1,3.997680e-01,8.876632e-17,7.032687e-19,3.801313e-01
strong,0.3,0.5,36,20,5.557049e-02,0.5324,1,3.997680e-01,8.876632e-17,1.058070e-41,3.801313e-01
strong,0.3,0.5,38,5,5.557049e-02,0.4229,1,3.103187e-01,6.890460e-17,5.565991e-10,3.667670e-01
strong,0.3,0.5,38,10,5.557049e-02,0.4229,1,3.103187e-01,6.890460e-17,4.336320e-20,3.667670e-01
strong,0.3,0.5,38,20,5.557049e-02,0.4229,1,3.103187e-01,6.890460e-17,6.524007e-44,3.667670e-01
strong,0.3,0.5,40,5,5.557049e-02,0.3359,1,2.408840e-01,5.348700e-17,1.085282e-10,3.530873e-01
strong,0.3,0.5,40,10,5.557049e-02,0.3359,1,2.408840e-01,5.348700e-17,2.673753e-21,3.530873e-01
strong,0.3,0.5,40,20,5.557049e-02,0.3359,1,2.408840e-01,5.348700e-17,4.022670e-46,3.530873e-01
strong,0.3,0.5,42,5,5.557049e-02,0.2668,1,1.869855e-01,4.151913e-17,2.116131e-11,3.392110e-01
strong,0.3,0.5,42,10,5.557049e-02,0.2668,1,1.869855e-01,4.151913e-17,1.648623e-22,3.392110e-01
strong,0.3,0.5,42,20,5.557049e-02,0.2668,1,1.869855e-01,4.151913e-17,2.480358e-48,3.392110e-01
strong,0.3,0.5,44,5,5.557049e-02,0.2120,1,1.451470e-01,3.222910e-17,4.126126e-12,3.252507e-01
strong,0.3,0.5,44,10,5.557049e-02,0.2120,1,1.451470e-01,3.222910e-17,1.016533e-23,3.252507e-01
strong,0.3,0.5,44,20,5.557049e-02,0.2120,1,1.451470e-01,3.222910e-17,1.529377e-50,3.252507e-01
strong,0.3,0.5,46,5,5.557049e-02,0.1684,1,1.126699e-01,2.501775e-17,8.045305e-13,3.113103e-01
strong,0.3,0.5,46,10,5.557049e-02,0.1684,1,1.126699e-01,2.501775e-17,6.267889e-25,3.113103e-01
strong,0.3,0.5,46,20,5.557049e-02,0.1684,1,1.126699e-01,2.501775e-17,9.430060e-53,3.113103e-01
strong,0.3,0.5,48,5,5.557049e-02,0.1337,1,8.745970e-02,1.941995e-17,1.568709e-13,2.974834e-01
strong,0.3,0.5,48,10,5.557049e-02,0.1337,1,8.745970e-02,1.941995e-17,3.864749e-26,2.974834e-01
strong,0.3,0.5,48,20,5.557049e-02,0.1337,1,8.745970e-02,1.941995e-17,5.814528e-55,2.974834e-01
strong,0.3,0.5,50,5,5.557049e-02,0.1062,1,6.789034e-02,1.507468e-17,3.058740e-14,2.838516e-01
strong,0.3,0.5,50,10,5.557049e-02,0.1062,1,6.789034e-02,1.507468e-17,2.382985e-27,2.838516e-01
strong,0.3,0.5,50,20,5.557049e-02,0.1062,1,6.789034e-02,1.507468e-17,3.585209e-57,2.838516e-01
strong,0.3,0.628,20,5,3.522039e-02,5.3002,0,1.108933e+01,2.462326e-15,5.609568e-02,4.750904e-01
strong,0.3,0.628,20,10,3.522039e-02,5.3002,0,1.108933e+01,2.462326e-15,1.339155e-06,4.643306e-01
strong,0.3,0.628,20,20,3.522039e-02,5.3002,1,1.108933e+01,2.462326e-15,1.915492e-19,4.643303e-01
strong,0.3,0.628,22,5,3.522039e-02,4.2101,0,7.517321e+00,1.669181e-15,1.093779e-02,4.589537e-01
strong,0.3,0.628,22,10,3.522039e-02,4.2101,0,7.517321e+00,1.669181e-15,8.257164e-08,4.567005e-01
strong,0.3,0.628,22,20,3.522039e-02,4.2101,1,7.517321e+00,1.669181e-15,1.181083e-21,4.567005e-01
strong,0.3,0.628,24,5,3.522039e-02,3.3442,0,5.734465e+00,1.273307e-15,2.132698e-03,4.483456e-01
strong,0.3,0.628,24,10,3.522039e-02,3.3442,0,5.734465e+00,1.273307e-15,5.091326e-09,4.478755e-01
strong,0.3,0.628,24,20,3.522039e-02,3.3442,1,5.734465e+00,1.273307e-15,7.282497e-24,4.478755e-01
strong,0.3,0.628,26,5,3.522039e-02,2.6564,0,4.451362e+00,9.884008e-16,4.158430e-04,4.379145e-01
strong,0.3,0.628,26,10,3.522039e-02,2.6564,0,4.451362e+00,9.884008e-16,3.139286e-10,4.378168e-01
strong,0.3,0.628,26,20,3.522039e-02,2.6564,1,4.451362e+00,9.884008e-16,4.490352e-26,4.378168e-01
strong,0.3,0.628,28,5,3.522039e-02,2.1101,0,3.455357e+00,7.672433e-16,8.108293e-05,4.265426e-01
strong,0.3,0.628,28,10,3.522039e-02,2.1101,0,3.455357e+00,7.672433e-16,1.935668e-11,4.265223e-01
strong,0.3,0.628,28,20,3.522039e-02,2.1101,1,3.455357e+00,7.672433e-16,2.768728e-28,4.265223e-01
strong,0.3,0.628,30,5,3.522039e-02,1.6761,0,2.682211e+00,5.955704e-16,1.580991e-05,4.140340e-01
strong,0.3,0.628,30,10,3.522039e-02,1.6761,1,2.682211e+00,5.955704e-16,1.193523e-12,4.140299e-01
strong,0.3,0.628,30,20,3.522039e-02,1.6761,1,2.682211e+00,5.955704e-16,1.707184e-30,4.140299e-01
strong,0.3,0.628,32,5,3.522039e-02,1.3314,0,2.082058e+00,4.623098e-16,3.082687e-06,4.004168e-01
strong,0.3,0.628,32,10,3.522039e-02,1.3314,1,2.082058e+00,4.623098e-16,7.359205e-14,4.004159e-01
strong,0.3,0.628,32,20,3.522039e-02,1.3314,1,2.082058e+00,4.623098e-16,1.052641e-32,4.004159e-01
strong,0.3,0.628,34,5,3.522039e-02,1.0575,0,1.616192e+00,3.588667e-16,6.010761e-07,3.857927e-01
strong,0.3,0.628,34,10,3.522039e-02,1.0575,1,1.616192e+00,3.588667e-16,4.537649e-15,3.857926e-01
strong,0.3,0.628,34,20,3.522039e-02,1.0575,1,1.616192e+00,3.588667e-16,6.490533e-35,3.857926e-01
strong,0.3,0.628,36,5,3.522039e-02,0.8400,0,1.254564e+00,2.785692e-16,1.172005e-07,3.703015e-01
strong,0.3,0.628,36,10,3.522039e-02,0.8400,1,1.254564e+00,2.785692e-16,2.797892e-16,3.703014e-01
strong,0.3,0.628,36,20,3.522039e-02,0.8400,1,1.254564e+00,2.785692e-16,4.002030e-37,3.703014e-01
strong,0.3,0.628,38,5,3.522039e-02,0.6673,0,9.738518e-01,2.162385e-16,2.285227e-08,3.541061e-01
strong,0.3,0.628,38,10,3.522039e-02,0.6673,1,9.738518e-01,2.162385e-16,1.725166e-17,3.541061e-01
strong,0.3,0.628,38,20,3.522039e-02,0.6673,1,9.738518e-01,2.162385e-16,2.467632e-39,3.541061e-01
strong,0.3,0.628,40,5,3.522039e-02,0.5300,0,7.559497e-01,1.678545e-16,4.455838e-09,3.373837e-01
strong,0.3,0.628,40,10,3.522039e-02,0.5300,1,7.559497e-01,1.678545e-16,1.063729e-18,3.373837e-01
strong,0.3,0.628,40,20,3.522039e-02,0.5300,1,7.559497e-01,1.678545e-16,1.521529e-41,3.373837e-01
strong,0.3,0.628,42,5,3.522039e-02,0.4210,1,5.868038e-01,1.302966e-16,8.688192e-10,3.203168e-01
strong,0.3,0.628,42,10,3.522039e-02,0.4210,1,5.868038e-01,1.302966e-16,6.558898e-20,3.203168e-01
strong,0.3,0.628,42,20,3.522039e-02,0.4210,1,5.868038e-01,1.302966e-16,9.381674e-44,3.203168e-01
strong,0.3,0.628,44,5,3.522039e-02,0.3344,1,4.555047e-01,1.011424e-16,1.694063e-10,3.030854e-01
strong,0.3,0.628,44,10,3.522039e-02,0.3344,1,4.555047e-01,1.011424e-16,4.044184e-21,3.030854e-01
strong,0.3,0.628,44,20,3.522039e-02,0.3344,1,4.555047e-01,1.011424e-16,5.784693e-46,3.030854e-01
strong,0.3,0.628,46,5,3.522039e-02,0.2656,1,3.535842e-01,7.851147e-17,3.303159e-11,2.858606e-01
strong,0.3,0.628,46,10,3.522039e-02,0.2656,1,3.535842e-01,7.851147e-17,2.493624e-22,2.858606e-01
strong,0.3,0.628,46,20,3.522039e-02,0.2656,1,3.535842e-01,7.851147e-17,3.566813e-48,2.858606e-01
strong,0.3,0.628,48,5,3.522039e-02,0.2110,1,2.744687e-01,6.094430e-17,6.440646e-12,2.687996e-01
strong,0.3,0.628,48,10,3.522039e-02,0.2110,1,2.744687e-01,6.094430e-17,1.537556e-23,2.687996e-01
strong,0.3,0.628,48,20,3.522039e-02,0.2110,1,2.744687e-01,6.094430e-17,2.199279e-50,2.687996e-01
strong,0.3,0.628,50,5,3.522039e-02,0.1676,1,2.130556e-01,4.730784e-17,1.255826e-12,2.520423e-01
strong,0.3,0.628,50,10,3.522039e-02,0.1676,1,2.130556e-01,4.730784e-17,9.480492e-25,2.520423e-01
strong,0.3,0.628,50,20,3.522039e-02,0.1676,1,2.130556e-01,4.730784e-17,1.356064e-52,2.520423e-01
strong,0.3,0.789,20,5,2.231165e-02,8.3668,0,5.391175e+01,1.197081e-14,2.343474e+00,8.543159e-01
strong,0.3,0.789,20,10,2.231165e-02,8.3668,0,5.391175e+01,1.197081e-14,5.402428e-04,4.680106e-01
strong,0.3,0.789,20,20,2.231165e-02,8.3668,0,5.391175e+01,1.197081e-14,7.357055e-15,4.678968e-01
strong,0.3,0.789,22,5,2.231165e-02,6.6460,0,3.249759e+01,7.215914e-15,4.569411e-01,5.421025e-01
strong,0.3,0.789,22,10,2.231165e-02,6.6460,0,3.249759e+01,7.215914e-15,3.331110e-05,4.605599e-01
strong,0.3,0.789,22,20,2.231165e-02,6.6460,1,3.249759e+01,7.215914e-15,4.536324e-17,4.605524e-01
strong,0.3,0.789,24,5,2.231165e-02,5.2791,0,2.210194e+01,4.907617e-15,8.909641e-02,4.690065e-01
strong,0.3,0.789,24,10,2.231165e-02,5.2791,0,2.210194e+01,4.907617e-15,2.053946e-06,4.518660e-01
strong,0.3,0.789,24,20,2.231165e-02,5.2791,1,2.210194e+01,4.907617e-15,2.797074e-19,4.518655e-01
strong,0.3,0.789,26,5,2.231165e-02,4.1933,0,1.715657e+01,3.809524e-15,1.737242e-02,4.453222e-01
strong,0.3,0.789,26,10,2.231165e-02,4.1933,0,1.715657e+01,3.809524e-15,1.266453e-07,4.417334e-01
strong,0.3,0.789,26,20,2.231165e-02,4.1933,1,1.715657e+01,3.809524e-15,1.724662e-21,4.417334e-01
strong,0.3,0.789,28,5,2.231165e-02,3.3309,0,1.331774e+01,2.957132e-15,3.387351e-03,4.308402e-01
strong,0.3,0.789,28,10,2.231165e-02,3.3309,0,1.331774e+01,2.957132e-15,7.808885e-09,4.300917e-01
strong,0.3,0.789,28,20,2.231165e-02,3.3309,1,1.331774e+01,2.957132e-15,1.063418e-23,4.300916e-01
strong,0.3,0.789,30,5,2.231165e-02,2.6458,0,1.033786e+01,2.295465e-15,6.604808e-04,4.170794e-01
strong,0.3,0.789,30,10,2.231165e-02,2.6458,0,1.033786e+01,2.295465e-15,4.814919e-10,4.169238e-01
strong,0.3,0.789,30,20,2.231165e-02,2.6458,1,1.033786e+01,2.295465e-15,6.556983e-26,4.169238e-01
strong,0.3,0.789,32,5,2.231165e-02,2.1016,0,8.024730e+00,1.781848e-15,1.287835e-04,4.022995e-01
strong,0.3,0.789,32,10,2.231165e-02,2.1016,0,8.024730e+00,1.781848e-15,2.968855e-11,4.022673e-01
strong,0.3,0.789,32,20,2.231165e-02,2.1016,1,8.024730e+00,1.781848e-15,4.043003e-28,4.022673e-01
strong,0.3,0.789,34,5,2.231165e-02,1.6694,0,6.229174e+00,1.383154e-15,2.511078e-05,3.862218e-01
strong,0.3,0.789,34,10,2.231165e-02,1.6694,1,6.229174e+00,1.383154e-15,1.830581e-12,3.862152e-01
strong,0.3,0.789,34,20,2.231165e-02,1.6694,1,6.229174e+00,1.383154e-15,2.492895e-30,3.862152e-01
strong,0.3,0.789,36,5,2.231165e-02,1.3260,0,4.835378e+00,1.073670e-15,4.896212e-06,3.689144e-01
strong,0.3,0.789,36,10,2.231165e-02,1.3260,1,4.835378e+00,1.073670e-15,1.128727e-13,3.689130e-01
strong,0.3,0.789,36,20,2.231165e-02,1.3260,1,4.835378e+00,1.073670e-15,1.537107e-32,3.689130e-01
strong,0.3,0.789,38,5,2.231165e-02,1.0533,0,3.753448e+00,8.334329e-16,9.546853e-07,3.505520e-01
strong,0.3,0.789,38,10,2.231165e-02,1.0533,1,3.753448e+00,8.334329e-16,6.959676e-15,3.505517e-01
strong,0.3,0.789,38,20,2.231165e-02,1.0533,1,3.753448e+00,8.334329e-16,9.477723e-35,3.505517e-01
strong,0.3,0.789,40,5,2.231165e-02,0.8367,0,2.913603e+00,6.469499e-16,1.861488e-07,3.313572e-01
strong,0.3,0.789,40,10,2.231165e-02,0.8367,1,2.913603e+00,6.469499e-16,4.291301e-16,3.313571e-01
strong,0.3,0.789,40,20,2.231165e-02,0.8367,1,2.913603e+00,6.469499e-16,5.843917e-37,3.313571e-01
strong,0.3,0.789,42,5,2.231165e-02,0.6646,0,2.261676e+00,5.021930e-16,3.629612e-08,3.115772e-01
strong,0.3,0.789,42,10,2.231165e-02,0.6646,1,2.261676e+00,5.021930e-16,2.645995e-17,3.115772e-01
strong,0.3,0.789,42,20,2.231165e-02,0.6646,1,2.261676e+00,5.021930e-16,3.603330e-39,3.115772e-01
strong,0.3,0.789,44,5,2.231165e-02,0.5279,0,1.755620e+00,3.898259e-16,7.077180e-09,2.914696e-01
strong,0.3,0.789,44,10,2.231165e-02,0.5279,1,1.755620e+00,3.898259e-16,1.631507e-18,2.914696e-01
strong,0.3,0.789,44,20,2.231165e-02,0.5279,1,1.755620e+00,3.898259e-16,2.221795e-41,2.914696e-01
strong,0.3,0.789,46,5,2.231165e-02,0.4193,1,1.362795e+00,3.026012e-16,1.379940e-09,2.712888e-01
strong,0.3,0.789,46,10,2.231165e-02,0.4193,1,1.362795e+00,3.026012e-16,1.005979e-19,2.712888e-01
strong,0.3,0.789,46,20,2.231165e-02,0.4193,1,1.362795e+00,3.026012e-16,1.369948e-43,2.712888e-01
strong,0.3,0.789,48,5,2.231165e-02,0.3331,1,1.057865e+00,2.348933e-16,2.690669e-10,2.512760e-01
strong,0.3,0.789,48,10,2.231165e-02,0.3331,1,1.057865e+00,2.348933e-16,6.202818e-21,2.512760e-01
strong,0.3,0.789,48,20,2.231165e-02,0.3331,1,1.057865e+00,2.348933e-16,8.447030e-46,2.512760e-01
strong,0.3,0.789,50,5,2.231165e-02,0.2646,1,8.211650e-01,1.823353e-16,5.246386e-11,2.316501e-01
strong,0.3,0.789,50,10,2.231165e-02,0.2646,1,8.211650e-01,1.823353e-16,3.824626e-22,2.316501e-01
strong,0.3,0.789,50,20,2.231165e-02,0.2646,1,8.211650e-01,1.823353e-16,5.208396e-48,2.316501e-01
strong,0.3,0.992,20,5,1.411404e-02,13.2263,0,4.341515e+02,9.640099e-14,1.013264e+02,1.462206e+01
strong,0.3,0.992,20,10,1.411404e-02,13.2263,0,4.341515e+02,9.640099e-14,2.248074e-01,5.141047e-01
strong,0.3,0.992,20,20,1.411404e-02,13.2263,0,4.341515e+02,9.640099e-14,2.939010e-10,4.729875e-01
strong,0.3,0.992,22,5,1.411404e-02,10.5060,0,3.067638e+02,6.811524e-14,1.975708e+01,3.477145e+00
strong,0.3,0.992,22,10,1.411404e-02,10.5060,0,3.067638e+02,6.811524e-14,1.386151e-02,4.692246e-01
strong,0.3,0.992,22,20,1.411404e-02,10.5060,0,3.067638e+02,6.811524e-14,1.812179e-12,4.664958e-01
strong,0.3,0.992,24,5,1.411404e-02,8.3452,0,2.381245e+02,5.287426e-14,3.852324e+00,1.096539e+00
strong,0.3,0.992,24,10,1.411404e-02,8.3452,0,2.381245e+02,5.287426e-14,8.546938e-04,4.588429e-01
strong,0.3,0.992,24,20,1.411404e-02,8.3452,0,2.381245e+02,5.287426e-14,1.117381e-14,4.586625e-01
strong,0.3,0.992,26,5,1.411404e-02,6.6288,0,1.848435e+02,4.104349e-14,7.511433e-01,5.839119e-01
strong,0.3,0.992,26,10,1.411404e-02,6.6288,0,1.848435e+02,4.104349e-14,5.269999e-05,4.493360e-01
strong,0.3,0.992,26,20,1.411404e-02,6.6288,1,1.848435e+02,4.104349e-14,6.889712e-17,4.493241e-01
strong,0.3,0.992,28,5,1.411404e-02,5.2655,0,1.434842e+02,3.185989e-14,1.464613e-01,4.666265e-01
strong,0.3,0.992,28,10,1.411404e-02,5.2655,0,1.434842e+02,3.185989e-14,3.249455e-06,4.383444e-01
strong,0.3,0.992,28,20,1.411404e-02,5.2655,1,1.434842e+02,3.185989e-14,4.248162e-19,4.383436e-01
strong,0.3,0.992,30,5,1.411404e-02,4.1825,0,1.113792e+02,2.473115e-14,2.855767e-02,4.315469e-01
strong,0.3,0.992,30,10,1.411404e-02,4.1825,0,1.113792e+02,2.473115e-14,2.003598e-07,4.256265e-01
strong,0.3,0.992,30,20,1.411404e-02,4.1825,1,1.113792e+02,2.473115e-14,2.619396e-21,4.256265e-01
strong,0.3,0.992,32,5,1.411404e-02,3.3223,0,8.645778e+01,1.919748e-14,5.568302e-03,4.123695e-01
strong,0.3,0.992,32,10,1.411404e-02,3.3223,0,8.645778e+01,1.919748e-14,1.235408e-08,4.111349e-01
strong,0.3,0.992,32,20,1.411404e-02,3.3223,1,8.645778e+01,1.919748e-14,1.615106e-23,4.111349e-01
strong,0.3,0.992,34,5,1.411404e-02,2.6390,0,6.711260e+01,1.490199e-14,1.085732e-03,3.951553e-01
strong,0.3,0.992,34,10,1.411404e-02,2.6390,0,6.711260e+01,1.490199e-14,7.617466e-10,3.948987e-01
strong,0.3,0.992,34,20,1.411404e-02,2.6390,1,6.711260e+01,1.490199e-14,9.958664e-26,3.948987e-01
strong,0.3,0.992,36,5,1.411404e-02,2.0962,0,5.209596e+01,1.156763e-14,2.117010e-04,3.770738e-01
strong,0.3,0.992,36,10,1.411404e-02,2.0962,0,5.209596e+01,1.156763e-14,4.696892e-11,3.770206e-01
strong,0.3,0.992,36,20,1.411404e-02,2.0962,1,5.209596e+01,1.156763e-14,6.140463e-28,3.770206e-01
strong,0.3,0.992,38,5,1.411404e-02,1.6651,0,4.043934e+01,8.979338e-15,4.127840e-05,3.576858e-01
strong,0.3,0.992,38,10,1.411404e-02,1.6651,1,4.043934e+01,8.979338e-15,2.896080e-12,3.576748e-01
strong,0.3,0.992,38,20,1.411404e-02,1.6651,1,4.043934e+01,8.979338e-15,3.786179e-30,3.576748e-01
strong,0.3,0.992,40,5,1.411404e-02,1.3226,0,3.139092e+01,6.970185e-15,8.048646e-06,3.371010e-01
strong,0.3,0.992,40,10,1.411404e-02,1.3226,1,3.139092e+01,6.970185e-15,1.785708e-13,3.370987e-01
strong,0.3,0.992,40,20,1.411404e-02,1.3226,1,3.139092e+01,6.970185e-15,2.334539e-32,3.370987e-01
strong,0.3,0.992,42,5,1.411404e-02,1.0506,0,2.436711e+01,5.410586e-15,1.569361e-06,3.155804e-01
strong,0.3,0.992,42,10,1.411404e-02,1.0506,1,2.436711e+01,5.410586e-15,1.101059e-14,3.155800e-01
strong,0.3,0.992,42,20,1.411404e-02,1.0506,1,2.436711e+01,5.410586e-15,1.439465e-34,3.155800e-01
strong,0.3,0.992,44,5,1.411404e-02,0.8345,0,1.891490e+01,4.199952e-15,3.060010e-07,2.934393e-01
strong,0.3,0.992,44,10,1.411404e-02,0.8345,1,1.891490e+01,4.199952e-15,6.789074e-16,2.934392e-01
strong,0.3,0.992,44,20,1.411404e-02,0.8345,1,1.891490e+01,4.199952e-15,8.875669e-37,2.934392e-01
strong,0.3,0.992,46,5,1.411404e-02,0.6629,0,1.468264e+01,3.260200e-15,5.966543e-08,2.710116e-01
strong,0.3,0.992,46,10,1.411404e-02,0.6629,1,1.468264e+01,3.260200e-15,4.186109e-17,2.710116e-01
strong,0.3,0.992,46,20,1.411404e-02,0.6629,1,1.468264e+01,3.260200e-15,5.472693e-39,2.710116e-01
strong,0.3,0.992,48,5,1.411404e-02,0.5265,0,1.139736e+01,2.530721e-15,1.163383e-08,2.486286e-01
strong,0.3,0.992,48,10,1.411404e-02,0.5265,1,1.139736e+01,2.530721e-15,2.581134e-18,2.486286e-01
strong,0.3,0.992,48,20,1.411404e-02,0.5265,1,1.139736e+01,2.530721e-15,3.374435e-41,2.486286e-01
strong,0.3,0.992,50,5,1.411404e-02,0.4183,1,8.847164e+00,1.964465e-15,2.268417e-09,2.266021e-01
strong,0.3,0.992,50,10,1.411404e-02,0.4183,1,8.847164e+00,1.964465e-15,1.591514e-19,2.266021e-01
strong,0.3,0.992,50,20,1.411404e-02,0.4183,1,8.847164e+00,1.964465e-15,2.080660e-43,2.266021e-01
strong,0.3,1.266,20,5,8.665683e-03,21.5420,0,7.905415e+03,1.755355e-12,5.861513e+03,6.764287e+02
strong,0.3,1.266,20,10,8.665683e-03,21.5420,0,7.905415e+03,1.755355e-12,1.418708e+02,2.243384e+01
strong,0.3,1.266,20,20,8.665683e-03,21.5420,0,7.905415e+03,1.755355e-12,2.370356e-05,4.790590e-01
strong,0.3,1.266,22,5,8.665683e-03,17.1114,0,2.552483e+03,5.667652e-13,1.142904e+03,1.455914e+02
strong,0.3,1.266,22,10,8.665683e-03,17.1114,0,2.552483e+03,5.667652e-13,8.747685e+00,1.943243e+00
strong,0.3,1.266,22,20,8.665683e-03,17.1114,0,2.552483e+03,5.667652e-13,1.461550e-07,4.738431e-01
strong,0.3,1.266,24,5,8.665683e-03,13.5921,0,1.116984e+03,2.480203e-13,2.228485e+02,3.148460e+01
strong,0.3,1.266,24,10,8.665683e-03,13.5921,0,1.116984e+03,2.480203e-13,5.393779e-01,5.653908e-01
strong,0.3,1.266,24,20,8.665683e-03,13.5921,0,1.116984e+03,2.480203e-13,9.011843e-10,4.674477e-01
strong,0.3,1.266,26,5,8.665683e-03,10.7966,0,6.887267e+02,1.529281e-13,4.345199e+01,7.060364e+00
strong,0.3,1.266,26,10,8.665683e-03,10.7966,0,6.887267e+02,1.529281e-13,3.325777e-02,4.661727e-01
strong,0.3,1.266,26,20,8.665683e-03,10.7966,0,6.887267e+02,1.529281e-13,5.556657e-12,4.596702e-01
strong,0.3,1.266,28,5,8.665683e-03,8.5760,0,4.246655e+02,9.429467e-14,8.472463e+00,1.849007e+00
strong,0.3,1.266,28,10,8.665683e-03,8.5760,0,4.246655e+02,9.429467e-14,2.050658e-03,4.507463e-01
strong,0.3,1.266,28,20,8.665683e-03,8.5760,0,4.246655e+02,9.429467e-14,3.426207e-14,4.503163e-01
strong,0.3,1.266,30,5,8.665683e-03,6.8122,0,2.618466e+02,5.814162e-14,1.651999e+00,7.343651e-01
strong,0.3,1.266,30,10,8.665683e-03,6.8122,0,2.618466e+02,5.814162e-14,1.264425e-04,4.392409e-01
strong,0.3,1.266,30,20,8.665683e-03,6.8122,1,2.618466e+02,5.814162e-14,2.112582e-16,4.392125e-01
strong,0.3,1.266,32,5,8.665683e-03,5.4111,0,1.614533e+02,3.584984e-14,3.221141e-01,4.882580e-01
strong,0.3,1.266,32,10,8.665683e-03,5.4111,0,1.614533e+02,3.584984e-14,7.796383e-06,4.262274e-01
strong,0.3,1.266,32,20,8.665683e-03,5.4111,1,1.614533e+02,3.584984e-14,1.302608e-18,4.262255e-01
strong,0.3,1.266,34,5,8.665683e-03,4.2982,0,9.955130e+01,2.210483e-14,6.280724e-02,4.242684e-01
